"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","Pass Yds (O)","Pass TD (O)","Int (O)","Rush Att (O)","Rush Yds (O)","Rush TD (O)","Targets (O)","Rec (O)","Rec Yds (O)","Rec TD (O)","Ret TD (O)","2-PT (O)","Fum Lost (O)","Fum Ret TD (O)","FG 0-19 (K)","FG 20-29 (K)","FG 30-39 (K)","FG 40-49 (K)","FG 50+ (K)","PAT Made (K)","Pts Allow (DT)","Sack (DT)","Int (DT)","Fum Rec (DT)","TD (DT)","Safe (DT)","Blk Kick (DT)","Ret TD (DT)","XPR (DT)","Pts Allow 0 (DT)","Pts Allow 1-6 (DT)","Pts Allow 7-13 (DT)","Pts Allow 14-20 (DT)","Pts Allow 21-27 (DT)","Pts Allow 28-34 (DT)","Pts Allow 35+ (DT)","Image"
"406.p.32982","1462","Gaziano","Joe","LAC","Questionable","Q - Ankle","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/H9B22zCH9yW3_Tf.Oq3bCg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12102021/32982.png"
"406.p.32985","1463","Lemonier","Jessie","Ari","Available","","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/DSAvDzxqhBj36NLIRkQpfw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12102021/32985.png"
"406.p.33756","1464","Kemp","Carlo","LAC","Available","","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Jv.8UcTcMtGgw9Hii3oiEw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33756.png"
"406.p.33757","1465","Uphoff","Christian","GB","NotAvailable","NA","S,CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/sDFnQ4K4e35X2loiuSl5jA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33757.png"
"406.p.33263","1466","Williams","Jonah","LAR","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/3fqPXPHdWx0bZ0y9DfW..g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09102021/33263.png"
"406.p.33758","1467","Donkor","Aaron","Sea","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8ADU0xl7o.OKh2P2x2_dbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33758.png"
"406.p.33218","1468","Rutledge","Donald","Ari","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/cqUNzZ8ts7LXRal5Qj6haQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09202021/33218.png"
"406.p.33212","1469","Cline","Kameron","Ind","Available","","DT,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/hygAOVEqXTNQo7uHTMGrgA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10042021/33212.png"
"406.p.32956","1470","Julius","Jalen","Car","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/e9FRnfNbXHfmX2hN92NDXQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09232021/32956.png"
"406.p.33125","1471","Evans","Nate","LAC","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/H8.JjAOcATes9pGB353oJQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01202022/33125.png"
"406.p.33788","1472","Washington","Ar'Darius","Bal","Questionable","Q - Foot","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8fz0iPcryPNheQZGGloDbw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08052021/33788.png"
"406.p.33137","1473","Franklin Jr.","Sam","Car","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8QxU9jJQ1UiFRw64FkpOLQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09232021/33137.png"
"406.p.33067","1474","Wilborn","Ray","GB","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wWYOgaEt8NJO2HCxcZ1TLA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09302021/33067.png"
"406.p.33135","1475","Reed","J.R.","Den","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/lOc5mUxTJwsbbinHQuarVw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09102021/33135.png"
"406.p.33808","1476","Morrison","TJ","LV","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33069","1477","Young","Bryson","Ari","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33131","1478","Adams","Myles","Sea","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8mSxgfc2xf6PATCsLWDclw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01202022/33131.png"
"406.p.33074","1479","Carter","T.J.","NO","NotAvailable","NA","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/kpSvlgW2u29B32WIvbL5yQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01202022/33074.png"
"406.p.33077","1480","Floyd","Reggie","Ten","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33128","1481","Henderson","Amari","Min","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/rMSoVjxb77E8gWcpiFNoFg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/33128.png"
"406.p.33082","1482","Lewis","Zane","NYJ","Out","COVID-19 - Undisclosed","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/nmkK4GtgLhIvhOpjcXsyUw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01102022/33082.png"
"406.p.33794","1483","Kelly","Xavier","Bal","NotAvailable","NA - Achilles","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/H1FyqOu10rBL865IsgdvOQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08052021/33794.png"
"406.p.33086","1484","Walker","Reggie","Ari","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/kjIMO_T3W0OyvKw.mzMOQQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09202021/33086.png"
"406.p.33122","1485","Costin","Doug","Pit","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vIqtI.Cb.8Zfy5er_xQ9Jg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10062021/33122.png"
"406.p.33144","1486","Mack","Jordan","Car","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33795","1487","Gallagher","Blake","Bal","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33805","1488","Crawford","Shaun","LV","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/DF5vYJn_3iBtgV7WXgnG0A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33805.png"
"406.p.33121","1489","Washington II","Keith","NO","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/v4ObIKwXgt48BJd1oLR8aQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12312021/33121.png"
"406.p.31859","1490","Abram","Johnathan","LV","Questionable","Q - Shoulder","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/.5udtma_9c724WGyu85iWQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12082021/31859.png"
"406.p.33090","1491","Williams","Jarren","NYG","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/l3wofv9OdzFFqkSfdkOz0w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01082022/33090.png"
"406.p.33118","1492","Roach","Malcolm","NO","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/qHjU9L1NchXavtjRFwLJyA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12312021/33118.png"
"406.p.33115","1493","Barcoo","Luq","NYJ","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/NtgQXCwBPTMJ4HpUprY15A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10222020/33115.png"
"406.p.33111","1494","Ellis","Tino","Mia","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/pOy2rhCGxpl8Q7e_T6_ZAw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12132021/33111.png"
"406.p.33799","1495","Kaufusi","Isaiah","Ind","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/s7PyFefNc6b6Yz66jqwAHg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33799.png"
"406.p.33108","1496","Bachie","Joe","Cin","Questionable","Q - Knee - ACL","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Bblbt7KAK8Orol7s2JhGNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272021/33108.png"
"406.p.33107","1497","Kirk IV","Luther","Cle","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Rm8__5kiy90ZhvKk3hJUZQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/33107.png"
"406.p.33092","1498","Bell","Mike","Buf","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/EoJ_GHbuWnEcnlnhwX_iOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272021/33092.png"
"406.p.33106","1499","Kamara","Azur","KC","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Dzr_JanpkmeBB.4l4mGndA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09072021/33106.png"
"406.p.33105","1500","Bernard","Francis","Dal","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/6LfKT_Cd3APtccFkknkLrA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09292021/33105.png"
"406.p.33139","1501","Hartsfield","Myles","Car","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/sa09Fgb8UjPjp4NBrIGarA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09232021/33139.png"
"406.p.33810","1502","Richardson","Max","LV","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Ihzw4jgGPCjzBMW8Oe8fkw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33810.png"
"406.p.33772","1503","Parker","AJ","Det","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/D9goIKN7sq.l0Au6zj5MhA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092021/33772.png"
"406.p.33185","1504","Bada","David","Was","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/9EYGS6xdh8A2R8LBZm4wbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/33185.png"
"406.p.33203","1505","Clark","Tyler","Was","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Bbb42Jja9424ynP4VRf3pg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10072021/33203.png"
"406.p.33201","1506","Mayden","Jared","Phi","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/e5VHvBNZkTP8i6LefxI.6A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01212022/33201.png"
"406.p.33029","1507","Dorn","Myles","Min","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/rguUoktu3Qc8PB_ruXpDGQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12142021/33029.png"
"406.p.33816","1508","Wade","Barrington","Den","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/X4g8gEt4MR4FDprAlBTIVQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08052021/33816.png"
"406.p.33777","1509","Borland","Tuf","Min","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/qLeh5SIbtUl5a9EZA0ocTg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33777.png"
"406.p.33778","1510","Elliss","Christian","Phi","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/sWClqr0vreFsxVuqzv6zew--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33778.png"
"406.p.33197","1511","Griffith","Jonas","Den","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/XxkrI5W.M8DtSoOTK0h30Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/33197.png"
"406.p.33034","1512","Lynch","Blake","Min","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/WdIit6GTbBwrqVnoRHeLpA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12142021/33034.png"
